Rank,SchoolName,Grades,District,StudentCount,FreeDiscLunch,AverageScore,Rank2016
1482,ACE Inspire Academy,5-8,San Jose Unified,111,91.0,36.9,22.2
1483,Avalon K-12,K-12,Long Beach Unified,626,68.9,36.9,18.9
1484,Joseph Widmer Junior Elementary,K-8,Manteca Unified,843,58.4,36.9,27.1
1485,Yorba Middle,6-8,Orange Unified,593,82.8,36.9,20.4
1486,William Mulholland Middle,6-8,Los Angeles Unified,1162,91.5,36.9,25.2
1487,Lighthouse Community Charter,K-8,Oakland Unified,490,81.0,36.8,25.7
1488,Brook Haven Elementary,5-8,Sebastopol Union Elementary,261,39.5,36.8,17.4
1489,John Muir Middle,6-8,San Leandro Unified,969,68.5,36.8,21.5
1490,Roosevelt Elementary,K-8,Redwood City Elementary,651,58.8,36.8,25
1491,Delta Vista Middle,6-8,Oakley Union Elementary,789,50.7,36.7,30.3
1492,Walter Woodward Elementary,K-8,Manteca Unified,880,34.7,36.7,26.6
1493,Audubon K-8,K-8,San Diego Unified,489,91.0,36.6,23.2
1494,Somerset Middle,6-8,Sylvan Union Elementary,985,64.6,36.5,22.3
1495,Toddy Thomas Elementary,5-8,Fortuna Elementary,248,64.9,36.5,19
1496,Inspire Charter School,K-12,Acton-Agua Dulce Unified,836,23.9,36.5,15.4
1497,Alice M. Ellington Elementary,K-8,Azusa Unified,557,70.9,36.5,23.2
1498,Modoc Middle,6-8,Modoc Joint Unified,207,58.0,36.4,20.7
1499,McKinley,K-8,Pasadena Unified,965,65.3,36.3,25.3
1500,Simons Middle,6-8,Pomona Unified,802,93.4,36.3,23.5
1501,Ducor Union Elementary,K-8,Ducor Union Elementary,158,91.8,36.2,17.5
1502,Monson-Sultana Elementary,K-8,Monson-Sultana Joint Union Elementary,451,87.6,36.2,23.7
1503,Garnet J. Robertson Intermediate,5-8,Bayshore Elementary,189,64.6,36.2,21
1504,Sonoma Charter,K-8,Sonoma Valley Unified,218,31.7,36.2,19.8
1505,Bay Area Technology,6-12,Oakland Unified,284,96.1,36.2,18.9
1506,Cottonwood Elementary,K-8,Hemet Unified,246,68.7,36.1,20.5
1507,Sunrise Middle,6-8,Santa Clara County Office Of Education,148,93.9,36.1,21.1
1508,Anderson Middle,6-8,Cascade Union Elementary,473,78.7,36.1,19.7
1509,Pearblossom Elementary,K-8,Keppel Union Elementary,341,73.6,36.1,21.3
1510,Cooper Middle,6-8,Fresno Unified,587,89.3,36.1,23.4
1511,Cinnabar Charter,K-8,Cinnabar Elementary,252,69.4,36.1,21
1512,Highland Academy,K-8,Beaumont Unified,261,20.3,36,20
1513,Lincoln Elementary,K-8,Lindsay Unified,448,85.3,36,26.3
1514,PUC Santa Rosa Charter Academy,6-8,Los Angeles Unified,193,92.8,35.9,16
1515,Plumas Charter,K-12,Plumas Unified,332,64.5,35.8,20.7
1516,Stony Point Academy,K-12,Bellevue Union,108,66.7,35.8,27
1517,Twentynine Palms Junior High,7-8,Morongo Unified,456,59.0,35.7,22.8
1518,Citrus Middle,6-8,Kings Canyon Joint Unified,611,95.1,35.7,27.7
1519,Los Alisos Middle,6-8,Norwalk-La Mirada Unified,1256,82.7,35.7,25.6
1520,Chipman Junior High,7-8,Bakersfield City,770,74.4,35.7,24.8
1521,Alpine Vista,K-8,Tulare City,1099,52.5,35.6,24.9
1522,Resolute Academy Charter,5-8,Los Angeles Unified,98,96.9,35.6,19.6
1523,San Antonio Elementary,K-8,San Antonio Union Elementary,163,54.6,35.6,18.1
1524,Curtis Creek Elementary,K-8,Curtis Creek Elementary,462,55.8,35.6,18.4
1525,Aspire Berkley Maynard Academy,K-8,Oakland Unified,530,77.6,35.6,21.2
1526,Roosevelt Elementary,K-8,Compton Unified,820,84.3,35.5,24.8
1527,Pivot Charter School North Valley,K-12,Golden Feather Union Elementary,68,52.9,35.5,3.7
1528,Celerity Nascent Charter,K-8,Los Angeles Unified,583,92.1,35.5,22.4
1529,Alondra Middle,6-8,Paramount Unified,955,92.8,35.4,23.2
1530,Gavilan View Middle,6-8,Santa Rita Union Elementary,598,69.4,35.3,27.1
1531,Lo-Inyo Elementary,K-8,Lone Pine Unified,231,58.0,35.3,17.7
1532,Clarksburg Middle,7-9,River Delta Joint Unified,214,57.0,35.1,19.4
1533,Escalon Charter Academy,K-12,Escalon Unified,195,28.2,35.1,27.8
1534,Roosevelt Junior High,7-8,Modesto City Elementary,775,71.9,35.1,23.4
1535,Pond Elementary,K-8,Pond Union Elementary,219,89.5,35,24.3
1536,Mt. Lassen Charter,K-12,Fort Sage Unified,162,45.7,35,16.2
1537,Montgomery Middle,6-8,Cajon Valley Union,779,85.4,34.9,22.9
1538,Stewart Elementary,K-8,West Contra Costa Unified,475,42.5,34.9,22.6
1539,Rincon Middle,6-8,Escondido Union,1225,62.0,34.9,19.4
1540,Kerman Middle,7-8,Kerman Unified,739,88.4,34.8,23
1541,Bud Carson Middle,6-8,Hawthorne,760,89.5,34.7,23
1542,Woodlake Valley Middle,6-8,Woodlake Unified,507,91.1,34.7,21.1
1543,Kit Carson Elementary,K-8,Kit Carson Union Elementary,370,72.4,34.5,26.4
1544,Westmore Oaks Elementary,K-8,Washington Unified,777,80.6,34.5,22.2
1545,San Jose Elementary,K-8,Pomona Unified,521,90.0,34.5,23.6
1546,Greenfield Middle,6-8,Greenfield Union,870,92.2,34.4,20.7
1547,Joe Serna Junior Charter,K-8,Lodi Unified,332,68.1,34.4,20.7
1548,Big Bear Middle,7-8,Bear Valley Unified,379,67.8,34.3,27
1549,Norwood Junior High,6-8,Twin Rivers Unified,722,83.4,34.3,21.2
1550,Serrano Middle,7-8,San Bernardino City Unified,843,89.7,34.3,23.4
1551,El Nido Elementary,K-8,El Nido Elementary,153,%,1648,81.1
1552,Barbara Spratling Middle,6-8,Keyes Union,240,87.5,34.3,20
1553,Summit Charter Academy,K-12,Burton Elementary,1775,65.6,34.2,22.4
1554,Bolsa Knolls Middle,6-8,Santa Rita Union Elementary,567,61.2,34.2,25.7
1555,Altimira Middle,6-8,Sonoma Valley Unified,557,72.7,34.2,19.2
1556,Emilie J. Ross Middle,6-8,Hughson Unified,482,56.4,34.1,26.7
1557,Amargosa Creek Middle,6-8,Lancaster Elementary,1014,71.9,34.1,22
1558,Vejar Elementary,K-8,Pomona Unified,929,93.4,34.1,23.8
1559,Alpha: Jose Hernandez Middle,6-8,Santa Clara County Office Of Education,328,96.7,34.1,32.8
1560,Terrace Middle,4-8,Lakeport Unified,595,66.1,34.1,23.8
1561,Parker Elementary,K-8,Oakland Unified,309,92.2,34.1,22
1562,Arizona Middle,6-8,Alvord Unified,1071,79.8,34,25.5
1563,Making Waves Academy,5-12,Contra Costa County Office Of Education,759,80.8,34,18.5
1564,Parsons Junior High,6-8,Enterprise Elementary,515,75.7,34,18.3
1565,Claudia Landeen,K-8,Lincoln Unified,652,72.6,34,24.1
1566,Mission View Public,K-12,William S. Hart Union High,1574,85.5,34,23.1
1567,Jurupa Middle,7-8,Jurupa Unified,1236,69.9,33.9,24.2
1568,David A. Brown Middle,6-8,Lake Elsinore Unified,1109,70.6,33.9,25.2
1569,Lassalette,K-8,Hacienda La Puente Unified,687,92.7,33.9,22.1
1570,Springville Elementary,K-8,Springville Union Elementary,299,52.2,33.9,19.9
1571,Audeo Charter,K-12,San Diego Unified,761,65.8,33.9,28.1
1572,Central Middle,5-8,Riverside Unified,691,81.5,33.9,23
1573,Paakuma K-8,K-8,San Bernardino City Unified,759,64.6,33.7,25.3
1574,Bill E. Young Junior Middle,5-8,Calipatria Unified,354,83.9,33.7,16.8
1575,Ocala Middle,6-8,Alum Rock Union Elementary,477,87.0,33.5,19
1576,New Designs Charter,6-12,Los Angeles Unified,838,89.5,33.5,41.9
1577,Chula Vista Middle,7-8,Sweetwater Union High,801,83.7,33.4,23.5
1578,Yolo Junior High,6-8,Newman-Crows Landing Unified,692,54.5,33.4,22.3
1579,San Diego Virtual,K-12,Mountain Empire Unified,391,65.7,33.4,18.6
1580,Bridges Academy,7-8,Franklin-McKinley Elementary,541,80.2,33.3,18.6
1581,Abraham Lincoln Middle,7-8,Selma Unified,994,79.9,33.3,20.2
1582,Christopher Elementary,K-8,Oak Grove Elementary,439,79.7,33.3,29.2
1583,Alliance College-Ready Middle Academy 8,6-8,Los 6-8 8 Academy,8,Los,Unified,6-8
1584,Innovative Horizons Charter,K-8,Perris Elementary,916,84.5,33.2,25.4
1585,Kohl Open Elementary,K-8,Stockton Unified,236,42.0,33.2,33.7
1586,Orchard Elementary,K-8,Twin Rivers Unified,543,72.9,33.2,24.6
1587,Ione Junior High,6-8,Amador County Unified,351,49.0,33.1,21.9
1588,Anaverde Hills,K-8,Westside Union Elementary,629,54.4,33.1,28.5
1589,Gompers Preparatory Academy,6-12,San Diego Unified,1192,92.1,33.1,18
1590,Sycamore Middle,6-8,Gridley Unified,478,62.1,33,22.7
1591,Stephen R. Fitz Intermediate,7-8,Garden Grove Unified,685,85.3,33,27.4
1592,PUC Lakeview Charter Academy,6-8,Los Angeles Unified,351,84.1,33,25
1593,Inspire Charter School - South,K-12,Dehesa Elementary,826,30.2,32.9,16.1
1594,Pacific Union Elementary,K-8,Pacific Union Elementary,388,86.9,32.9,19.4
1595,Harbor Springs Charter,K-12,Julian Union Elementary,795,45.8,32.9,27.4
1596,South Sutter Charter,K-12,Marcum-Illinois Union Elementary,2099,37.4,32.8,24.1
1597,Windsor Middle,6-8,Windsor Unified,945,36.5,32.7,21.9
1598,W. E. Mitchell Middle,6-8,Folsom-Cordova Unified,784,64.3,32.7,21.1
1599,Pomolita Middle,6-8,Ukiah Unified,796,74.5,32.6,20.9
1600,Heritage Peak Charter,K-12,Twin Rivers Unified,1169,60.1,32.6,24.3
1601,Florence Nightingale Middle,6-8,Los Angeles Unified,723,93.0,32.6,20.6
1602,Santiago Elementary,K-8,Santa Ana Unified,1220,78.7,32.6,26.5
1603,Curtis Middle,7-8,San Bernardino City Unified,818,98.2,32.5,24
1604,Rudolph Rivera Middle,7-8,Merced City Elementary,578,81.8,32.5,24
1605,Accelerated Achievement Academy,4-12,Ukiah Unified,160,80.0,32.4,22.8
1606,Wayne Ruble Middle,6-8,Fontana Unified,1182,79.7,32.4,24.1
1607,Norman N. Glick Middle,7-8,Empire Union Elementary,596,80.0,32.4,22
1608,Columbia Middle,6-8,Sunnyvale,714,60.1,32.3,23
1609,Jacumba Middle,6-8,Mountain Empire Unified,53,54.7,32.3,26.5
1610,Robinson Academy,K-8,Long Beach Unified,954,93.8,32.3,25.7
1611,Neil Hafley Elementary,K-8,Manteca Unified,779,63.8,32.2,27.8
1612,Los Robles Magnet Academy,K-8,Ravenswood City Elementary,392,89.3,32.2,21.7
1613,Southridge Middle,6-8,Fontana Unified,1036,87.6,32.2,23
1614,Fern Bacon Middle,7-8,Sacramento City Unified,738,89.7,32.2,26.3
1615,California Virtual Academy @ Sonoma,K-12,Liberty Elementary,638,56.9,32.1,20.5
1616,Charter Home School Academy,K-8,Visalia Unified,108,67.6,32,15.4
1617,Ivy Bound Academy Math Sci And Technical Charter Mid 2,5-8,Los 5-8 2 Mid,2,Los,Unified,5-8
1618,Herbert Hoover Middle,6-8,San Jose Unified,1069,67.1,32,19.7
1619,Jamestown Elementary,K-8,Jamestown Elementary,297,76.4,32,24.7
1620,Wilson Middle,6-8,Exeter Unified,620,65.2,31.9,22.9
1621,Olive Middle,6-8,Baldwin Park Unified,500,84.8,31.8,20.8
1622,Vaughn Next Century Learning Center,K-12,Los Angeles Unified,2831,97.9,31.8,21.9
1623,Wright Charter,K-8,Wright Elementary,517,71.8,31.8,23.5
1624,John Adams Middle,6-8,Los Angeles Unified,875,89.0,31.7,22.4
1625,Palm Middle,6-8,Moreno Valley Unified,1239,77.5,31.7,26.3
1626,California Virtual Academy @ Los Angeles,K-12,West Covina Unified,3147,58.8,31.7,28
1627,Three Rivers Charter,1-12,Fort Bragg Unified,119,68.1,31.7,29.7
1628,Mark Twain Middle,6-8,Los Angeles Unified,587,80.2,31.7,23.4
1629,Shenandoah Valley,6-8,Amador County Office Of Education,42,42.9,31.6,21
1630,Venture Academy,K-12,San Joaquin County Office Of Education,1615,66.9,31.6,21.8
1631,El Portal Middle,6-8,Escalon Unified,591,55.3,31.6,21.8
1632,Potrero Elementary,K-8,El Monte City,925,97.5,31.6,21.5
1633,August Boeger Middle,6-8,Mount Pleasant Elementary,593,88.5,31.5,20.4
1634,Sierra Vista Junior High,7-8,Baldwin Park Unified,769,90.3,31.5,24
1635,Carquinez Middle,6-8,John Swett Unified,374,69.8,31.4,22
1636,Chemawa Middle,7-8,Riverside Unified,883,87.4,31.4,22
1637,Lifeline Education Charter,K-12,State Board Of Education - Lifeline Education Charter,581,40.5,31.4,25.2
1638,De Anza Middle,7-8,Ontario-Montclair,597,89.5,31.4,20.5
1639,Rockford Elementary,K-8,Rockford Elementary,370,54.3,31.3,20.5
1640,Hilltop Middle,7-8,Sweetwater Union High,1025,64.8,31.2,26.2
1641,Aptitud Community Academy at Goss,K-8,Alum Rock Union Elementary,442,92.8,31.2,24.5
1642,Le Grand Elementary,K-8,Le Grand Union Elementary,402,81.6,31.2,22.3
1643,Woodland Hills Academy,6-8,Los Angeles Unified,951,69.7,31.2,25
1644,Almond Tree Middle,6-8,Delano Union Elementary,698,91.1,31.1,22.5
1645,Joseph George Middle,6-8,Alum Rock Union Elementary,607,88.6,31.1,20.9
1646,Thomas Jefferson Middle,7-8,Madera Unified,813,78.8,31.1,23.2
1647,Baypoint Preparatory Academy,K-12,State Board Of Education - Baypoint Preparatory Academy,264,51.9,31.1,17.6
1648,Darnall Charter,K-8,San Diego Unified,661,85.6,31.1,22
1649,O'Hara Park Middle,6-8,Oakley Union Elementary,864,43.2,31,24.6
1650,Sussman Middle,6-8,Downey Unified,1153,77.9,31,24
1651,Aspire Golden State College Preparatory Academy,6-12,Oakland Unified,578,88.6,30.9,21.4
1652,Montgomery Middle,7-8,Sweetwater Union High,898,74.7,30.8,23
1653,Anna McKenney Intermediate,6-8,Marysville Joint Unified,524,80.3,30.8,22.7
1654,Wilmington Mid Sci Technical Engr Arts Math (Steam) Magnet,6-8,Los Angeles Unified,1379,90.4,30.8,22.9
1655,Briggs Elementary,5-8,Briggs Elementary,286,75.5,30.8,23.8
1656,Central Gaither Elementary,K-8,Yuba City Unified,197,89.3,30.7,16.4
1657,Dixieland Elementary,K-8,Madera Unified,282,90.4,30.7,23.5
1658,James Monroe Middle,6-8,Sierra Sands Unified,518,59.5,30.7,21.5
1659,Pioneer,K-8,Delano Union Elementary,928,87.1,30.6,23.2
1660,Washington Intermediate,7-8,Dinuba Unified,975,82.5,30.6,23.2
1661,Magnolia Science Academy 3,6-12,Los 6-12 3 Academy,3,Los,Unified,6-12
1662,Luther Burbank Elementary,K-8,Luther Burbank,528,90.7,30.5,22
1663,Oakbrook Elementary,K-8,Fairfield-Suisun Unified,629,40.9,30.5,27.3
1664,Dartmouth Middle,6-8,Hemet Unified,1028,76.9,30.4,23.9
1665,Mills Middle,6-8,Folsom-Cordova Unified,702,81.8,30.4,20
1666,Waterford Junior,7-8,Waterford Unified,232,77.2,30.4,23.2
1667,Washington Middle,6-8,La Habra City Elementary,857,70.5,30.4,24.4
1668,Northview Intermediate,7-8,Duarte Unified,516,78.9,30.3,24.5
1669,Martin Luther King Junior,K-8,Sacramento City Unified,484,76.7,30.3,24.2
1670,Johnstonville Elementary,K-8,Johnstonville Elementary,204,41.7,30.3,20.4
1671,Cesar Chavez Junior High,7-8,Ceres Unified,630,83.8,30.3,23.3
1672,California Virtual Academy @ San Diego,K-12,Spencer Valley Elementary,2533,56.5,30.2,24.1
1673,Happy Valley Elementary,4-8,Happy Valley Union Elementary,220,69.6,30.2,24.4
1674,Lincoln Junior High,6-8,Taft City,634,78.7,30.2,17.6
1675,La Loma Junior High,7-8,Modesto City Elementary,716,72.5,30,22.3
1676,Prairie Vista Middle,6-8,Hawthorne,914,87.5,30,25.3
1677,Hamilton Elementary,K-8,Hamilton Unified,415,91.6,30,23
1678,Tully C. Knoles,K-8,Lincoln Unified,759,83.8,29.8,24.4
1679,Stephen M. White Middle,6-8,Los Angeles Unified,1610,76.0,29.8,24.3
1680,Cesar Chavez Middle,6-8,New Haven Unified,1284,55.4,29.7,27.3
1681,Vista Preparatory Academy,6-8,Red Bluff Union Elementary,616,77.8,29.6,26.7
1682,California Virtual Academy @ Sutter,K-12,Meridian Elementary,830,61.1,29.6,5.4
1683,Crown Preparatory Academy,5-8,Los Angeles Unified,470,95.1,29.6,22.3
1684,Lloyd G. Johnson Junior High,6-8,Pierce Joint Unified,351,65.2,29.5,23.4
1685,Howard Elementary,K-8,Madera Unified,555,71.0,29.5,26.4
1686,King Elementary,K-8,Stockton Unified,976,73.5,29.5,32.5
1687,Montague Elementary,K-8,Montague Elementary,188,66.0,29.3,18.8
1688,Marshall Middle,6-8,Pomona Unified,492,92.9,29.3,21.3
1689,Silverado Middle,6-8,Napa Valley Unified,848,55.3,29.3,20.6
1690,Twin Rivers Charter,K-8,Yuba City Unified,455,49.9,29.2,23.9
1691,Aspire Richmond Ca. College Preparatory Academy,6-12,West Contra Costa Unified,232,69.0,29.2,19.3
1692,Campbell Middle,5-8,Campbell Union,698,62.5,29.2,30.3
1693,Colonial Heights,K-8,Lincoln Unified,545,81.1,29.2,23.6
1694,Excelsior Charter,7-12,Victor Valley Union High,1939,51.8,29.2,34.6
1695,Washington Middle,7-8,Salinas Union High,1239,69.2,29.1,32.6
1696,Central Language Academy,K-8,Ontario-Montclair,707,71.0,29.1,23.5
1697,Weaver Middle,6-8,Weaver Union,863,84.5,29.1,22.7
1698,Dallas Ranch Middle,6-8,Antioch Unified,1100,58.6,29,24.4
1699,Creekside Middle,6-8,Patterson Joint Unified,1160,75.3,28.9,23.6
1700,La Paz Middle,7-8,Salinas Union High,1061,82.5,28.8,22.1
1701,Tenaya Middle,7-8,Fresno Unified,833,58.0,28.8,21.9
1702,Lairon College Preparatory Academy,4-8,Franklin-McKinley Elementary,448,95.1,28.7,26.3
1703,Sam Brannan Middle,7-8,Sacramento City Unified,533,76.7,28.7,22.2
1704,Will C. Wood Middle,7-8,Sacramento City Unified,661,92.1,28.7,23.6
1705,James Madison Middle,6-8,Los Angeles Unified,1637,90.0,28.7,26.4
1706,Palmdale Aerospace Academy,K-12,Palmdale Elementary,1084,81.7,28.7,25.8
1707,Mountain Oaks,K-12,Calaveras County Office Of Education,495,56.0,28.6,23.5
1708,New Hope Elementary,K-8,New Hope Elementary,196,98.5,28.6,32.6
1709,A. G. Currie Middle,6-8,Tustin Unified,776,95.1,28.6,23.5
1710,Alliance College-Ready Middle Academy 12,6-8,Los 6-8 12 Academy,12,Los,Unified,6-8
1711,Terra Cotta Middle,6-8,Lake Elsinore Unified,1204,76.4,28.6,27.3
1712,Leona Jackson,4-8,Paramount Unified,805,92.6,28.5,24.3
1713,Cleveland Elementary,K-8,Stockton Unified,733,84.0,28.4,31.8
1714,Watsonville Charter School of the Arts,K-8,Pajaro Valley Unified,318,64.5,28.4,22.7
1715,La Quinta Middle,6-8,Desert Sands Unified,425,83.8,28.4,20.2
1716,Rio del Valle Middle,6-8,Rio Elementary,706,85.0,28.3,22
1717,La Tijera K-8 Charter School Academy Of Excellence,K-8,Inglewood Unified,661,62.8,28.3,22
1718,Vista Heights Middle,6-8,Moreno Valley Unified,1378,76.4,28.2,26.5
1719,Glenwood Elementary,K-8,Linden Unified,364,76.7,28.2,22.7
1720,Alianza Charter,K-8,Pajaro Valley Unified,661,77.6,28.2,23.6
1721,Firebaugh Middle,6-8,Firebaugh-Las Deltas Unified,517,91.7,28.2,22.4
1722,George W. Bush Elementary,K-8,Stockton Unified,875,80.7,28.2,31.2
1723,Vina Danks Middle,7-8,Ontario-Montclair,777,77.5,28.2,20.4
1724,Buena Vista/ Horace Mann K-8,K-8,San Francisco Unified,588,61.9,28.1,16.3
1725,Riverview Middle,6-8,River Delta Joint Unified,284,47.5,28.1,23.6
1726,Golden Hill K-8,K-8,San Diego Unified,411,89.1,28.1,19.5
1727,Hilmar Middle,6-8,Hilmar Unified,554,57.8,28.1,23
1728,Health Sciences Middle,6-8,San Diego Unified,164,68.9,28.1,82
1729,Torch Middle,6-8,Bassett Unified,659,92.4,28.1,22.7
1730,Ray Wiltsey Middle,6-8,Ontario-Montclair,1038,93.2,28,23
1731,Geyserville New Technical Academy,6-12,Geyserville Unified,116,63.8,28,9.6
1732,Rio Real Elementary,K-8,Rio Elementary,792,89.8,28,24.7
1733,Studio,6-8,Los Angeles Unified,262,89.7,28,26.2
1734,Aspire Lionel Wilson College Preparatory Academy,6-12,Oakland Unified,531,91.3,28,23
1735,Kennedy Middle,7-8,El Centro Elementary,372,90.1,28,20.6
1736,Golden Sierra Junior Senior High,7-12,Black Oak Mine Unified,519,43.6,27.9,21.6
1737,Charles T. Kranz Intermediate,7-8,Mountain View Elementary,758,92.4,27.9,21
1738,California Virtual Academy @ San Joaquin,K-12,New Jerusalem Elementary,1428,51.7,27.8,23.8
1739,Hamilton Elementary,K-8,Hemet Unified,441,81.6,27.8,18.3
1740,Lee Middle,7-8,Woodland Joint Unified,652,68.4,27.7,19.1
1741,Rio Vista Middle,6-8,Rio Elementary,762,82.9,27.7,21.1
1742,Maywood Middle School,6-8,Corning Union Elementary,338,82.8,27.7,21.1
1743,Paragon Collegiate Academy,K-8,Marysville Joint Unified,166,65.7,27.7,18.4
1744,Seeley Elementary,K-8,Seeley Union Elementary,337,93.2,27.7,21
1745,Charles Blackstock Junior High,6-8,Hueneme Elementary,1259,83.1,27.6,26.7
1746,Utah Street Elementary,K-8,Los Angeles Unified,456,88.6,27.5,22.8
1747,Bret Harte Middle,7-8,Hayward Unified,632,68.8,27.5,23.4
1748,Richard L. Graves Middle,7-8,South Whittier Elementary,747,84.7,27.5,24.9
1749,Mann Middle,6-8,San Diego Unified,694,92.7,27.5,19.8
1750,Monroe Elementary,K-8,Monroe Elementary,172,89.5,27.4,19.1
1751,Center Middle,6-8,Azusa Unified,510,84.7,27.3,19.6
1752,Fort Bragg Middle,6-8,Fort Bragg Unified,406,63.6,27.3,16.9
1753,Alliance Jack H. Skirball Middle,6-8,Los Angeles Unified,444,96.9,27.3,24.6
1754,Portola Middle,6-8,Orange Unified,701,78.0,27.2,21.2
1755,Smith River Elementary,K-8,Del Norte County Unified,249,77.1,27.2,20.7
1756,Cecil Avenue Math and Science Academy,6-8,Delano Union Elementary,689,86.8,27.1,21.5
1757,Arrowview Middle,6-8,San Bernardino City Unified,1113,96.1,27.1,24.7
1758,Jefferson Leadership Academies,6-8,Long Beach Unified,1108,89.2,27.1,29.1
1759,Keiller Leadership Academy,K-8,San Diego Unified,556,89.2,27,22.2
1760,Valley Center Middle,6-8,Valley Center-Pauma Unified,867,52.8,27,22.8
1761,Raymond Cree Middle,6-8,Palm Springs Unified,886,82.7,27,23.3
1762,Garfield Elementary,K-8,Redwood City Elementary,630,77.6,27,23.3
1763,Nellie N. Coffman Middle,6-8,Palm Springs Unified,1095,91.4,27,24.3
1764,Tomas Rivera Middle,6-8,Val Verde Unified,997,91.2,27,24.9
1765,KIPP Adelante Preparatory Academy,5-8,San Diego Unified,344,96.8,27,38.2
1766,Hubert Howe Bancroft Middle,6-8,Los Angeles Unified,811,83.6,27,20.2
1767,School of Arts and Enterprise,6-12,State Board Of Education - The School Of Arts And Enterprise,733,77.5,27,17.8
1768,Iftin Charter,K-8,San Diego Unified,426,97.9,27,21.3
1769,Stratford Elementary,K-8,Central Union Elementary,276,84.4,26.9,17.2
1770,Long Valley Charter,K-12,Ravendale-Termo Elementary,363,68.0,26.9,20.1
1771,Alliance Ouchi-O'Donovan 6-12 Complex,6-12,Los Angeles Unified,1003,95.1,26.9,21.3
1772,Blaker-Kinser Junior High,7-8,Ceres Unified,717,85.6,26.9,25.6
1773,Brookhurst Junior High,7-8,Anaheim Union High,1101,84.5,26.8,25.6
1774,Pioneer Elementary,K-8,Twin Rivers Unified,638,77.9,26.8,26.5
1775,Knowledge Enlightens You (KEY) Academy,K-8,Hayward Unified,521,66.4,26.8,22.6
1776,Bellevue Senior Elementary,7-8,Atwater Elementary,203,96.1,26.8,22.5
1777,Chester Junior/Senior High,7-12,Plumas Unified,163,41.7,26.7,14.8
1778,Wilson Middle,7-8,Chowchilla Elementary,474,77.2,26.7,26.3
1779,Lynwood Middle,7-8,Lynwood Unified,949,92.6,26.7,23.1
1780,Westmorland Elementary,K-8,Westmorland Union Elementary,359,93.9,26.7,18.8
1781,Gorman Learning Center,K-12,Gorman Joint,2236,%,1583,34.4
1782,Magnolia Science Academy 2,6-12,Los 6-12 2 Academy,2,Los,Unified,6-12
1783,Martin R. Heninger Elementary,K-8,Santa Ana Unified,1198,94.7,26.6,28.5
1784,Bayside Martin Luther King Junior Academy,K-8,Sausalito Marin City,140,67.9,26.6,15.5
1785,Hope Elementary,K-8,Hope Elementary,251,74.1,26.6,22.8
1786,SOAR Charter Academy,K-8,San Bernardino City Unified,464,75.2,26.6,24.4
1787,Orchard Academies 2B,6-8,Los Angeles Unified,487,90.1,26.5,24.3
1788,Mountain Vista Middle,6-8,Kelseyville Unified,363,79.9,26.5,22.6
1789,Mae Hensley Junior High,7-8,Ceres Unified,679,88.2,26.5,25.1
1790,Samuel Jackman Middle,7-8,Elk Grove Unified,908,91.1,26.5,19.7
1791,California Military Institute,5-12,Perris Union High,1041,87.1,26.5,28.1
1792,Barbara Worth Junior High,7-8,Brawley Elementary,788,75.9,26.4,20.7
1793,Caliber: Beta Academy,K-8,Contra Costa County Office Of Education,608,77.3,26.4,25.3
1794,Vista Oaks Charter,K-12,Byron Union Elementary,575,44.4,26.4,19.8
1795,Park Middle,6-8,Antioch Unified,1077,75.3,26.3,25.6
1796,Ethan A Chase Middle,6-8,Romoland Elementary,1199,78.7,26.3,26.6
1797,Richard Henry Dana Middle,6-8,Los Angeles Unified,1546,68.1,26.3,24.1
1798,Cherry Avenue Middle,6-8,Tulare City,517,86.3,26.3,20.6
1799,Roosevelt Middle,6-8,Vista Unified,1042,53.6,26.3,21.7
1800,Olive Vista Middle,6-8,Los Angeles Unified,1107,84.5,26.2,23
1801,Shadow Hills Middle,6-8,Palmdale Elementary,873,83.7,26.2,24.2
1802,Franklin Classical Middle,6-8,Long Beach Unified,1216,91.8,26.2,28.2
1803,Montgomery Middle,6-8,San Diego Unified,442,90.7,26.2,19.2
1804,Lindsey Academy,6-8,Long Beach Unified,777,89.3,26.2,26.7
1805,Dale Junior High,7-8,Anaheim Union High,1188,86.8,26.1,25.8
1806,Animo Westside Charter Middle,6-8,Los Angeles Unified,437,77.4,26.1,24.2
1807,Hidden Valley Middle,6-8,Escondido Union,1090,77.0,26.1,20.1
1808,Walter Stiern Middle,6-8,Bakersfield City,1035,92.2,26.1,24
1809,Environmental Charter Middle,6-8,Los Angeles County Office Of Education,354,95.5,26.1,19.6
1810,Charles D. Jones Junior High,7-8,Baldwin Park Unified,481,87.9,26.1,20.9
1811,Carver Elementary,K-8,Compton Unified,348,91.1,26.1,21.7
1812,PUC Excel Charter Academy,6-8,Los Angeles Unified,321,95.0,26,20
1813,Great Valley Elementary,K-8,Manteca Unified,1093,72.5,26,28
1814,El Sereno Middle,6-8,Los Angeles Unified,1242,86.3,26,21.7
1815,Sequoia Middle,6-8,Bakersfield City,1106,97.2,25.9,27.6
1816,Lockeford Elementary,K-8,Lodi Unified,499,62.7,25.9,21.6
1817,Memorial Scholars & Athletes,6-8,San Diego Unified,386,94.6,25.8,16.7
1818,Kepler Neighborhood,K-8,Fresno Unified,309,57.0,25.8,19.3
1819,Cedar Middle,7-8,Hesperia Unified,1057,69.6,25.8,35.2
